Date,Order,Customer,SKU,Product,Supplier,Quantity,Price,Cost,Location,Status,Sell Man
2015-11-10,100000205,null,RI151041350002_Ivory,Soft Rect. Clutch w/Round Flap Ivory,SK Enterprise RISHI,1.0,5500.0,788.84,Stock A (FUTURE-PARK MOL),complete,Kuldeep@Fashion Island
